City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Qaqortoq,GL,60.7167,-46.0333,34.2,75,98,5.32,overcast clouds
456,Miandrivazo,MG,-19.5167,45.4667,73.65,84,0,1.25,clear sky
457,Ust-Kuyga,RU,70.0167,135.6,8.22,76,76,6.2,broken clouds
458,Thaba Nchu,ZA,-29.2093,26.839,55.26,81,4,4.9,light rain
459,Pontianak,ID,-0.0333,109.3333,78.78,83,20,5.75,few clouds
460,Talpa,MX,28.8257,-111.6257,79.16,38,0,7.0,clear sky
461,Aurora,US,39.7294,-104.8319,56.66,31,20,5.99,few clouds
462,Doka,SD,13.5167,35.7667,84.13,20,81,9.15,broken clouds
463,Rorvik,NO,64.8621,11.2373,38.08,69,100,24.63,light rain
464,Sambava,MG,-14.2667,50.1667,73.74,91,33,7.14,scattered clouds
465,The Pas,CA,53.8251,-101.2541,26.62,86,100,13.8,overcast clouds
466,Morros,BR,-9.4467,-46.3003,75.22,70,32,1.52,scattered clouds
467,Namibe,AO,-15.1961,12.1522,70.68,84,92,2.8,overcast clouds
468,Mersing,MY,2.4312,103.8405,81.16,79,11,2.06,few clouds
469,Grand-Lahou,CI,5.1367,-5.0242,80.2,88,100,7.96,overcast clouds
470,Deputatskiy,RU,69.3,139.9,-5.15,92,13,3.56,few clouds
471,Sonneberg,DE,50.35,11.1667,32.72,76,100,12.39,light snow
472,Roi Et,TH,15.75,103.75,62.31,83,100,19.91,light rain
473,Half Moon Bay,US,37.4636,-122.4286,73.42,71,40,26.46,mist
474,Mezofalva,HU,46.9318,18.7718,34.83,86,100,11.45,overcast clouds
475,Gao,ML,16.6362,1.637,82.31,4,100,5.84,overcast clouds
476,Malindi,KE,-3.2175,40.1191,79.95,82,7,6.82,clear sky
477,Kushmurun,KZ,52.4503,64.6311,33.37,89,100,9.26,overcast clouds
478,Sheridan,US,44.8333,-106.9173,44.98,31,40,10.36,scattered clouds
479,Bahia Honda,CU,22.9036,-83.1592,77.14,84,22,7.49,few clouds
480,Torbay,CA,47.6666,-52.7314,34.29,94,100,7.0,overcast clouds
481,Lincoln,US,40.8,-96.667,57.13,60,100,7.0,light rain
482,Falmouth,GB,50.1544,-5.0711,38.3,78,100,9.95,light rain
483,Cockburn Town,TC,21.4612,-71.1419,77.77,78,0,20.6,clear sky
484,Moncao,PT,42.0789,-8.4808,46.15,82,0,5.73,clear sky
485,Kutum,SD,14.2,24.6667,71.42,12,5,7.58,clear sky
486,Erzin,TR,36.9559,36.2,61.92,49,44,7.72,scattered clouds
487,Phangnga,TH,8.4509,98.5298,80.64,85,100,3.22,overcast clouds
488,Aljezur,PT,37.3191,-8.8033,48.81,70,100,7.72,overcast clouds
489,Blakstad,NO,59.8191,10.4645,31.84,51,12,1.83,few clouds
490,Kamyshevatskaya,RU,46.4132,37.9563,51.76,63,9,11.86,clear sky
491,Morristown,US,36.214,-83.2949,48.25,52,0,0.0,clear sky
492,Ulaangom,MN,49.9811,92.0667,16.18,89,100,2.15,overcast clouds
493,Ruteng,ID,-8.6136,120.4721,72.12,68,32,0.67,scattered clouds
494,Parati,BR,-23.2178,-44.7131,71.82,98,100,3.58,overcast clouds
495,Yarim,YE,14.298,44.3779,53.96,41,0,5.21,clear sky
496,Krasnoselkup,RU,65.7,82.4667,9.28,97,100,7.63,overcast clouds
497,Ndele,CF,8.4109,20.6473,78.96,18,100,4.09,overcast clouds
498,Ushibuka,JP,32.1906,130.0228,52.99,59,100,7.43,overcast clouds
499,Balkanabat,TM,39.5108,54.3671,63.79,30,19,10.8,few clouds
500,Lagoa,PT,39.05,-27.9833,57.61,72,100,23.24,overcast clouds
501,Stepnogorsk,KZ,52.3544,71.8869,29.91,79,25,15.88,scattered clouds
502,Luba,GQ,3.4568,8.5547,80.33,84,100,8.57,overcast clouds
503,Agadez,NE,19.75,10.25,77.2,4,100,4.27,overcast clouds
504,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,0,5.75,clear sky
505,Surt,LY,31.2089,16.5887,66.97,35,19,7.38,few clouds
506,Kati,ML,12.7441,-8.0726,81.81,7,62,3.42,broken clouds
507,Okato,NZ,-39.2,173.8833,71.91,81,100,5.99,overcast clouds
508,Capao Bonito,BR,-24.0058,-48.3494,59.45,98,100,9.44,overcast clouds
509,Gamba,GA,-2.65,10.0,75.07,96,100,5.48,moderate rain
510,Key Largo,US,25.0865,-80.4473,79.0,76,4,4.36,clear sky
511,Qostanay,KZ,53.1667,63.5833,34.09,93,75,6.71,light intensity shower rain
512,Kingaroy,AU,-26.5333,151.8333,76.87,51,10,4.52,clear sky
513,Ukiah,US,39.1502,-123.2078,69.69,50,0,4.61,clear sky
514,Juneau,US,58.3019,-134.4197,40.21,95,100,10.36,light rain
515,Baiyin,CN,36.5583,104.2081,41.85,14,0,1.36,clear sky
516,Bondo,CD,3.8146,23.6866,68.65,91,98,1.41,overcast clouds
517,Beatrice,US,40.2681,-96.747,59.09,41,100,11.5,overcast clouds
518,Milyutinskaya,RU,48.6279,41.6679,53.4,58,100,13.67,overcast clouds
519,Tanem,NO,63.3078,10.4319,30.6,83,100,8.99,overcast clouds
520,Tanga,TZ,-5.0667,39.1,76.86,87,9,2.28,clear sky
521,Sayat,TM,38.7839,63.8803,59.11,24,0,6.15,clear sky
522,Nishihara,JP,26.1842,127.7558,65.48,83,100,14.97,overcast clouds
523,Fort Nelson,CA,58.8053,-122.7002,14.34,88,100,4.97,overcast clouds
524,Den Helder,NL,52.9599,4.7593,39.18,73,75,15.99,broken clouds
525,La Ronge,CA,55.1001,-105.2842,25.88,84,100,11.54,overcast clouds
526,Kabelvag,NO,68.2114,14.4817,32.52,52,100,19.62,overcast clouds
527,Vigeland,NO,58.0844,7.305,34.95,68,7,4.54,clear sky
528,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.09,65,0,5.77,clear sky
529,Plettenberg Bay,ZA,-34.0527,23.3716,60.44,77,68,1.23,broken clouds
530,Beidao,CN,34.5686,105.8933,51.78,33,0,3.04,clear sky
531,Sanmenxia,CN,34.7747,111.1814,55.67,27,0,8.97,clear sky
532,Tamandare,BR,-8.7597,-35.1047,78.24,79,100,5.28,overcast clouds
533,Tukrah,LY,32.5341,20.5791,62.83,40,85,5.19,overcast clouds
534,Eyl,SO,7.9803,49.8164,77.4,84,15,8.34,few clouds
535,Nelson Bay,AU,-32.7167,152.15,70.0,71,100,17.29,overcast clouds
536,Taltal,CL,-25.4,-70.4833,63.63,77,22,3.36,few clouds
537,Mustafabad,PK,30.8922,73.4989,70.07,13,0,6.71,clear sky
538,Najran,SA,17.4924,44.1277,62.17,19,24,1.32,few clouds
539,Riyadh,SA,24.6877,46.7219,69.94,17,0,6.82,clear sky
540,Manga,BF,11.6636,-1.0731,87.75,33,100,7.11,overcast clouds
541,Puerto Carreno,CO,6.189,-67.4859,88.86,46,100,4.47,overcast clouds
542,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,18,0,17.27,clear sky
543,Mago,RU,53.2514,140.1822,23.45,76,22,4.25,few clouds
544,Hanzhong,CN,33.0728,107.0303,57.45,61,0,0.89,clear sky
545,Jinchang,CN,38.4953,102.1739,42.62,20,0,4.56,clear sky
546,Okhotsk,RU,59.3833,143.3,16.84,65,25,17.56,scattered clouds
547,Kadyy,RU,57.787,43.1903,23.92,88,100,8.41,overcast clouds
548,Muros,ES,42.7762,-9.0603,37.09,85,10,9.64,clear sky
549,Ust-Nera,RU,64.5667,143.2,3.76,89,80,1.23,broken clouds
550,Paita,PE,-5.0892,-81.1144,73.71,77,83,15.28,broken clouds
551,Springbok,ZA,-29.6643,17.8865,55.53,54,0,3.8,clear sky
552,Piranshahr,IR,36.701,45.1413,45.59,39,2,3.04,clear sky
553,Axim,GH,4.8699,-2.2405,77.92,85,100,3.6,light rain
554,Kapit,MY,2.0167,112.9333,81.81,75,26,1.28,scattered clouds
555,Balakhninskiy,RU,58.0106,114.2769,32.09,83,100,17.85,overcast clouds
556,Kisangani,CD,0.5167,25.2,70.48,94,96,3.24,overcast clouds
557,Bereda,ES,43.2686,-7.5406,40.41,100,100,1.32,overcast clouds
558,Domanivka,UA,47.6319,30.9885,51.19,72,73,12.86,broken clouds
559,Morondava,MG,-20.2833,44.2833,75.34,81,0,4.5,clear sky
560,Muisne,EC,0.6,-80.0333,77.0,84,84,1.63,broken clouds
561,Tirumullaivasal,IN,11.2333,79.8333,78.04,87,46,6.78,scattered clouds
562,Port Macquarie,AU,-31.4333,152.9167,74.89,53,0,8.37,clear sky
563,Raudeberg,NO,61.9875,5.1352,32.86,91,100,12.68,overcast clouds
564,Carroll,US,39.5501,-77.0164,43.72,54,8,8.01,clear sky
565,Anadyr,RU,64.75,177.4833,23.49,85,100,5.88,overcast clouds
566,Caravelas,BR,-17.7125,-39.2481,76.73,82,0,5.17,clear sky
567,Laizhou,CN,37.1717,119.9214,50.58,36,31,5.55,scattered clouds
568,Trelew,AR,-43.249,-65.3051,69.26,16,3,14.32,clear sky
569,Tabas,IR,33.5959,56.9244,64.83,18,0,1.12,clear sky
570,Mayumba,GA,-3.432,10.6554,76.78,93,100,2.44,overcast clouds
571,Berlevag,NO,70.8578,29.0864,21.0,74,100,15.35,overcast clouds
572,Vydrino,RU,51.485,104.8461,33.53,79,12,1.9,few clouds
573,Raga,SS,8.4596,25.678,77.99,24,35,3.53,scattered clouds
574,Kribi,CM,2.95,9.9167,75.94,89,100,6.69,overcast clouds
575,Staroutkinsk,RU,57.2302,59.3348,24.89,96,100,6.58,overcast clouds
576,Hit,IQ,33.6416,42.8251,68.81,22,11,7.11,few clouds
577,Luena,AO,-11.7833,19.9167,63.27,97,95,0.89,moderate rain
578,Ginda,IN,30.6945,78.4932,56.57,21,0,6.85,clear sky
579,Rio Cuarto,AR,-33.1307,-64.3499,57.47,41,0,14.88,clear sky
580,Vila Velha,BR,-20.3297,-40.2925,78.94,92,40,3.44,scattered clouds
581,El Alto,PE,-4.2714,-81.2147,71.92,79,90,10.4,overcast clouds
582,Moerai,PF,-22.4333,-151.3333,80.58,72,56,12.15,broken clouds
583,Fortuna,US,40.5982,-124.1573,54.86,77,40,14.97,scattered clouds
584,Bullhead City,US,35.1478,-114.5683,88.93,13,0,1.99,clear sky
585,Parabel,RU,58.6978,81.4825,24.26,97,100,3.91,light snow
586,Demidov,RU,55.2706,31.515,30.24,90,100,10.94,overcast clouds
587,Kailua,US,21.4022,-157.7394,82.38,88,33,4.0,heavy intensity rain
588,Linjiang,CN,41.8069,126.9078,44.69,28,0,3.56,clear sky
589,Rudsar,IR,37.1376,50.288,58.42,67,46,3.98,scattered clouds
590,Safranbolu,TR,41.2508,32.6942,52.7,64,4,3.78,clear sky
591,Teya,RU,60.3778,92.6267,17.53,92,100,1.23,overcast clouds
592,Harlingen,US,26.1906,-97.6961,75.29,51,20,14.97,few clouds
593,Kochubey,RU,44.3861,46.5825,48.38,76,100,8.77,overcast clouds
594,Bamako,ML,12.65,-8.0,81.01,18,0,3.44,clear sky
595,Klyuchi,RU,52.2667,79.1667,31.46,88,7,7.65,clear sky
596,Kenai,US,60.5544,-151.2583,43.14,59,100,16.11,overcast clouds
597,Kampot,KH,10.6167,104.1833,77.05,83,100,4.16,overcast clouds
598,Donskoye,RU,45.4552,41.9741,66.33,39,100,11.34,overcast clouds
599,Poum,NC,-20.2333,164.0167,81.75,80,100,9.78,overcast clouds
600,Saint-Joseph,RE,-21.3667,55.6167,73.78,93,100,16.55,heavy intensity rain
601,Lensk,RU,60.7253,114.9278,21.79,82,100,12.55,overcast clouds
602,Puerto Narino,CO,-3.7703,-70.3831,73.04,98,100,5.23,overcast clouds
603,Mount Isa,AU,-20.7333,139.5,89.37,17,41,9.22,scattered clouds
604,Wamba,NG,8.9333,8.6,77.4,42,55,1.23,broken clouds
605,Vung Tau,VN,10.346,107.0843,82.51,76,98,16.33,overcast clouds
606,Isangel,VU,-19.55,169.2667,85.41,75,39,8.55,scattered clouds
607,Labuan,MY,5.2767,115.2417,84.56,79,20,2.3,few clouds
608,Gaoual,GN,11.75,-13.2,79.3,47,0,5.41,clear sky
609,Mayo,US,38.8876,-76.5119,47.28,52,0,21.0,clear sky
610,Iralaya,HN,15.0,-83.2333,79.0,78,10,10.98,clear sky
611,Flin Flon,CA,54.7682,-101.865,27.01,91,100,10.74,overcast clouds
612,Yarada,IN,17.65,83.2667,80.92,89,20,5.75,mist
613,Iguape,BR,-24.7081,-47.5553,68.65,90,100,11.79,overcast clouds
614,Stornoway,GB,58.2093,-6.3865,40.96,80,87,10.36,overcast clouds
615,Singkang,MY,2.1006,102.7994,79.47,84,41,2.3,scattered clouds
616,Brenham,US,30.1669,-96.3977,73.31,46,0,9.22,clear sky
617,Bandarbeyla,SO,9.4942,50.8122,77.43,82,0,7.18,clear sky
618,Monaragala,LK,6.8714,81.3487,74.28,91,56,2.35,broken clouds
619,Porto Santo,PT,33.072,-16.3415,61.18,82,40,5.75,scattered clouds
620,Oktyabrskoye,RU,43.0645,44.7417,39.34,75,21,6.71,few clouds
621,Gibara,CU,21.1097,-76.1317,79.92,79,11,13.31,few clouds
622,Soyalo,MX,16.9,-92.9167,76.1,70,46,2.53,scattered clouds
623,Saint-Francois,FR,46.4154,3.9054,32.68,93,100,13.8,light snow
624,Sirpur,IN,19.4833,79.6,80.46,59,10,9.01,clear sky
625,Mahajanga,MG,-15.7167,46.3167,75.79,76,62,8.32,broken clouds
626,Grants Pass,US,42.439,-123.3284,69.31,27,0,5.75,clear sky
627,Benguela,AO,-12.5763,13.4055,75.67,89,100,1.03,light rain
628,Curico,CL,-34.9833,-71.2333,62.71,48,0,3.44,clear sky
629,Magdalena,PH,14.1999,121.429,84.34,54,53,11.86,broken clouds
630,Hun,LY,29.1268,15.9477,69.51,14,100,3.04,overcast clouds
631,Kirpilskaya,RU,45.377,39.6931,60.22,58,100,6.22,overcast clouds
632,Wolgast,DE,54.05,13.7667,35.85,65,100,17.56,overcast clouds
633,Ingham,US,42.6,-84.3833,33.93,68,100,3.44,overcast clouds
634,Rocha,UY,-34.4833,-54.3333,50.11,84,0,3.49,clear sky
635,Zharkent,KZ,44.1628,80.0,52.18,38,80,0.67,broken clouds
636,Landeck,AT,47.1301,10.5636,34.54,97,100,2.51,light snow
637,Ovre Ardal,NO,61.3167,7.8,8.62,94,68,4.59,broken clouds
638,Harrislee,DE,54.8,9.3833,35.1,77,99,10.36,overcast clouds
639,Itoman,JP,26.1247,127.6694,66.58,80,75,14.97,broken clouds
640,Los Llanos De Aridane,ES,28.6585,-17.9182,59.13,82,100,8.05,overcast clouds
641,Shintomi,JP,32.0785,131.4723,54.72,55,100,8.46,overcast clouds
642,Chapais,CA,49.7834,-74.8492,17.38,91,100,12.12,overcast clouds
643,Pionerskiy,RU,54.9508,20.2275,33.64,62,100,24.61,overcast clouds
644,Saquena,PE,-4.6667,-73.5167,70.07,99,100,2.84,overcast clouds
645,Bayan,CN,46.0833,127.4,42.82,29,0,8.41,clear sky
646,Senno,RU,59.5336,33.9167,13.15,96,45,4.38,scattered clouds
647,Altay,CN,47.8667,88.1167,36.91,44,100,8.39,overcast clouds
648,Terrace,CA,54.5163,-128.6035,40.91,93,75,14.97,shower rain
649,Nuuk,GL,64.1835,-51.7216,36.21,69,75,3.44,broken clouds
650,Amguri,IN,26.8,94.5333,71.85,78,57,4.97,broken clouds
651,Hirara,JP,24.8,125.2833,67.86,77,75,23.02,broken clouds
652,Pakaur,IN,24.6333,87.85,79.03,84,16,9.26,few clouds
653,Avera,US,33.194,-82.5271,62.11,47,0,7.25,clear sky
654,Tambacounda,SN,13.7539,-13.7586,89.35,16,0,6.91,clear sky
655,Kucevo,RS,44.4775,21.67,48.92,93,100,3.02,moderate rain
656,Dzhebariki-Khaya,RU,62.2167,135.8,14.34,83,27,2.28,scattered clouds
657,Bridlington,GB,54.0831,-0.1919,35.02,89,93,5.01,overcast clouds
658,Cabangahan,PH,9.0781,122.9469,83.39,70,37,6.78,scattered clouds
659,Virden,US,39.5009,-89.7679,42.62,71,32,5.3,scattered clouds
660,Nacala,MZ,-14.5428,40.6728,73.81,92,38,3.06,light rain
661,Carballo,ES,43.213,-8.691,44.87,82,75,4.14,broken clouds
662,Capreol,CA,46.706,-80.9225,27.07,63,20,5.75,few clouds
663,Catamarca,AR,-28.4696,-65.7852,58.59,51,0,18.92,clear sky
664,Yambio,SS,4.5721,28.3955,73.29,54,100,0.43,overcast clouds
665,Aquiraz,BR,-3.9014,-38.3911,80.69,84,98,3.06,overcast clouds
666,Hachinohe,JP,40.5,141.5,43.81,43,100,10.16,overcast clouds
667,Moskovskiy,RU,55.5991,37.355,33.69,69,75,15.99,light snow
668,Sokolo,ML,14.7328,-6.1219,88.12,12,100,8.61,overcast clouds
669,Afua,BR,-0.1567,-50.3867,74.89,94,98,4.12,overcast clouds
670,Khanapur,IN,15.6333,74.5167,69.42,73,14,2.93,few clouds
671,Safut,JO,32.0336,35.8332,66.52,26,100,4.61,overcast clouds
672,Khash,IR,28.2211,61.2158,60.31,11,0,4.88,clear sky
673,Cantanhede,BR,-3.6333,-44.3767,73.29,99,100,1.63,moderate rain
674,Marathon,US,44.9,-89.7668,38.8,56,0,3.44,clear sky
675,Brightwater,NZ,-41.3833,173.1167,71.56,59,100,3.22,overcast clouds
676,Sfantu Gheorghe,RO,45.8667,25.7833,48.65,89,100,3.13,overcast clouds
677,Eganville,CA,45.5334,-77.0994,31.51,77,86,11.95,overcast clouds
678,General Roca,AR,-39.0333,-67.5833,67.62,22,0,10.0,clear sky
679,Owando,CG,-0.4819,15.8999,70.12,98,100,4.0,light rain
680,Gorodishche,RU,48.8045,44.4744,57.79,50,0,8.95,clear sky
681,Carndonagh,IE,55.25,-7.2667,41.74,89,100,8.75,moderate rain
682,Manta,EC,-0.95,-80.7333,78.58,89,40,4.61,scattered clouds
683,Grootfontein,NA,-19.5667,18.1167,63.97,94,77,3.44,broken clouds
684,Calbuco,CL,-41.768,-73.1273,54.61,90,15,5.32,few clouds
685,Banamba,ML,13.55,-7.45,84.94,8,94,9.78,overcast clouds
686,Pishva,IR,35.308,51.7267,61.68,22,0,3.69,clear sky
